title,assigned_category,url
SQ Lower Bounds for Learning Single Neurons with Massart Noise,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2022/hash/97b983c974551153d20ddfabb62a5203-Abstract-Conference.html
Polynomial-Time Optimal Equilibria with a Mediator in Extensive-Form Games,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/9d823334fdccb62a544fa7643cf0615d-Abstract-Conference.html
Distributionally Adaptive Meta Reinforcement Learning,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/a60c43ba078b723d3d517d28c50ded4c-Abstract-Conference.html
Toward Efficient Robust Training against Union of $\ell_p$ Threat Models,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/a627b9468c319c13a70b7c2fb8df65a3-Abstract-Conference.html
Rapidly Mixing Multiple-try Metropolis Algorithms for Model Selection Problems,Probabilistic Methods->Monte Carlo and Sampling Methods,https://proceedings.neurips.cc/paper_files/paper/2022/hash/a600cdf3a53f93bcb85cb37343a8d831-Abstract-Conference.html
Provably tuning the ElasticNet across instances,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2022/hash/b21a34c4e8dba253f05f4a5adc68ba73-Abstract-Conference.html
Non-rigid Point Cloud Registration with Neural Deformation Pyramid,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2022/hash/b2077e6d66da612fcb701589efa9ce88-Abstract-Conference.html
"PlasticityNet: Learning to Simulate Metal, Sand, and Snow for Optimization Time Integration",Physical Models,https://proceedings.neurips.cc/paper_files/paper/2022/hash/b235f0b417e8bf270c0cb19fe0b82c1e-Abstract-Conference.html
Byzantine Spectral Ranking,Datasets and Benchmarks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/b1f7288854d3bd476c17725c2d85967f-Abstract-Conference.html
Training language models to follow instructions with human feedback,Language->Factuality,https://proceedings.neurips.cc/paper_files/paper/2022/hash/b1efde53be364a73914f58805a001731-Abstract-Conference.html
Knowledge Distillation from A Stronger Teacher,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",https://proceedings.neurips.cc/paper_files/paper/2022/hash/da669dfd3c36c93905a17ddba01eef06-Abstract-Conference.html
On the Representation Collapse of Sparse Mixture of Experts,Language->Knowledge,https://proceedings.neurips.cc/paper_files/paper/2022/hash/df4f371f1f89ec8ba5014b3310578048-Abstract-Conference.html
Deep Bidirectional Language-Knowledge Graph Pretraining,Language->Knowledge,https://proceedings.neurips.cc/paper_files/paper/2022/hash/f224f056694bcfe465c5d84579785761-Abstract-Conference.html
PhysGNN: A Physics--Driven Graph Neural Network Based Model for Predicting Soft Tissue Deformation in Image--Guided Neurosurgery,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/f200119a40846e508954abcd61f5f3fd-Abstract-Conference.html
Factuality Enhanced Language Models for Open-Ended Text Generation,Language->Factuality,https://proceedings.neurips.cc/paper_files/paper/2022/hash/df438caa36714f69277daa92d608dd63-Abstract-Conference.html
Theoretical analysis of deep neural networks for temporally dependent observations,Time Series,https://proceedings.neurips.cc/paper_files/paper/2022/hash/f23653913d8390cd4fc1bee8a3238e17-Abstract-Conference.html
Towards Diverse and Faithful One-shot Adaption of Generative Adversarial Networks,Generative Models->In Context Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/f2184e55a13b73b89f618ad24abb6ca7-Abstract-Conference.html
What is a Good Metric to Study Generalization of Minimax Learners?,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2022/hash/f9b8853ea81731f9bfc11820b064de96-Abstract-Conference.html
ComMU: Dataset for Combinatorial Music Generation,Language->Generation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fff3ba5059aeeb88c324b6ba9b298166-Abstract-Datasets_and_Benchmarks.html
OTKGE: Multi-modal Knowledge Graph Embeddings via Optimal Transport,Language->Knowledge,https://proceedings.neurips.cc/paper_files/paper/2022/hash/ffdb280e7c7b4c4af30e04daf5a84b98-Abstract-Conference.html
Structural Kernel Search via Bayesian Optimization and Symbolical Optimal Transport,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2022/hash/ff7373914a96956f2a7cacbdf3b0b8d8-Abstract-Conference.html
Near-Optimal No-Regret Learning Dynamics for General Convex Games,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/ffa1301939cc707d6e986e6c4124340b-Abstract-Conference.html
Enabling Detailed Action Recognition Evaluation Through Video Dataset Augmentation,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2022/hash/ff52407b80dde0f0f45814db2738464c-Abstract-Datasets_and_Benchmarks.html
Robust Models are less Over-Confident,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/ff887781480973bd3cb6026feb378d1e-Abstract-Conference.html
Unsupervised Skill Discovery via Recurrent Skill Training,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2022/hash/ff6b031d5bdc552b795175a0f3b35a50-Abstract-Conference.html
Geoclidean: Few-Shot Generalization in Euclidean Geometry,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2022/hash/feb34ce77fc8b94c85d12e608b23ce67-Abstract-Datasets_and_Benchmarks.html
Neural Transmitted Radiance Fields,Computer Vision->Image Generation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fe989bb038b5dcc44181255dd6913e43-Abstract-Conference.html
Cost-efficient Gaussian tensor network embeddings for tensor-structured inputs,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fe91414cdc6348bcb5710e81bcb72c08-Abstract-Conference.html
DASCO: Dual-Generator Adversarial Support Constrained Offline Reinforcement Learning,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fe51de4e7baf52e743b679e3bdba7905-Abstract-Conference.html
Graph Few-shot Learning with Task-specific Structures,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",https://proceedings.neurips.cc/paper_files/paper/2022/hash/fe47dd3fd8e7eb43187d42d65083e383-Abstract-Conference.html
Beyond L1: Faster and Better Sparse Models with skglm,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fe5c31e525e9a26a1426ab0b589f42fe-Abstract-Conference.html
You Can’t Count on Luck: Why Decision Transformers and RvS Fail in Stochastic Environments,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fe90657b12193c7b52a3418bdc351807-Abstract-Conference.html
Recommender Forest for Efficient Retrieval,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fe2fe749d329627f161484876630c689-Abstract-Conference.html
Fair and Optimal Decision Trees: A Dynamic Programming Approach,Fairness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fe248e22b241ae5a9adf11493c8c12bc-Abstract-Conference.html
Breaking Bad: A Dataset for Geometric Fracture and Reassembly,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fe18f2090bf1e0fd5a1ded5bdd7ca351-Abstract-Datasets_and_Benchmarks.html
Exploring evolution-aware & -free protein language models as protein function predictors,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fe066022bab2a6c6a3c57032a1623c70-Abstract-Conference.html
A Spectral Approach to Item Response Theory,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fd88ea50ca8c1973db037462f116ff99-Abstract-Conference.html
SIXO: Smoothing Inference with Twisted Objectives,Probabilistic Methods->Monte Carlo and Sampling Methods,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fddc79681b2df2734c01444f9bc2a17e-Abstract-Conference.html
FedSR: A Simple and Effective Domain Generalization Method for Federated Learning,Privacy,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fd946a6c99541fddc3d64a3ea39a1bc2-Abstract-Conference.html
Explicable Policy Search,Reinforcement Learning->Planning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fdff3c4130c24c40c88aa41eb52d2a27-Abstract-Conference.html
Capturing Graphs with Hypo-Elliptic Diffusions,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fd7f43f8689988f4ef056f192ec0589b-Abstract-Conference.html
JAHS-Bench-201: A Foundation For Research On Joint Architecture And Hyperparameter Search,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fd78f2f65881c1c7ce47e26b040cf48f-Abstract-Datasets_and_Benchmarks.html
Learning Latent Seasonal-Trend Representations for Time Series Forecasting,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fd6613131889a4b656206c50a8bd7790-Abstract-Conference.html
Explicit Tradeoffs between Adversarial and Natural Distributional Robustness,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fd62b65606f0f0d2af2c01623a224258-Abstract-Conference.html
A Transformer-Based Object Detector with Coarse-Fine Crossing Representations,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fcfad93e2f30ab4c22f9ec5edfbb5cc0-Abstract-Conference.html
Renyi Differential Privacy of Propose-Test-Release and Applications to Private and Robust Machine Learning,Privacy,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fcdffb372c9fa2ce757cf457415c7aab-Abstract-Conference.html
Towards Improving Calibration in Object Detection Under Domain Shift,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fcd812a51b8f8d05cfea22e3c9c4b369-Abstract-Conference.html
Beyond Adult and COMPAS: Fair Multi-Class Prediction via Information Projection,Fairness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fd5013ea0c3f96931dec77174eaf9d80-Abstract-Conference.html
Error Correction Code Transformer,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fcd3909db30887ce1da519c4468db668-Abstract-Conference.html
Universality of Group Convolutional Neural Networks Based on Ridgelet Analysis on Groups,Deep Learning->Theory,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fcc3dc27672a12510babe448d665e152-Abstract-Conference.html
Asymptotically Unbiased Instance-wise Regularized Partial AUC Optimization: Theory and Algorithm,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fc9f83d9925e6885e8f1ae1e17b3c44b-Abstract-Conference.html
Text-Adaptive Multiple Visual Prototype Matching for Video-Text Retrieval,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fc65fab891d83433bd3c8d966edde311-Abstract-Conference.html
Learning-Augmented Algorithms for Online Linear and Semidefinite Programming,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fc5a1845bee1f5405ef99ba25c2d44e1-Abstract-Conference.html
MEMO: Test Time Robustness via Adaptation and Augmentation,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fc28053a08f59fccb48b11f2e31e81c7-Abstract-Conference.html
Neural Differential Equations for Learning to Program Neural Nets Through Continuous Learning Rules,Online Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fc09b26b85ab3abb2832bd555a2e4215-Abstract-Conference.html
Re-Analyze Gauss: Bounds for Private Matrix Approximation via Dyson Brownian Motion,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fbc9981dd6316378aee7fd5975250f21-Abstract-Conference.html
ASPiRe: Adaptive Skill Priors for  Reinforcement Learning,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",https://proceedings.neurips.cc/paper_files/paper/2022/hash/fbd8e65962da06f83f3f28b52774ffd0-Abstract-Conference.html
ViTPose: Simple Vision Transformer Baselines for Human Pose Estimation,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fbb10d319d44f8c3b4720873e4177c65-Abstract-Conference.html
Stability and Generalization Analysis of Gradient Methods for Shallow Neural Networks,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fb8fe6b79288f3d83696a5d276f4fc9d-Abstract-Conference.html
Exploring Length Generalization in Large Language Models,Language,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fb7451e43f9c1c35b774bcfad7a5714b-Abstract-Conference.html
On Feature Learning in the Presence of Spurious Correlations,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fb64a552feda3d981dbe43527a80a07e-Abstract-Conference.html
Sparse2Dense: Learning to Densify 3D Features for 3D Object Detection,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fb71332951af4ae27fbd457daadc5341-Abstract-Conference.html
MetaMask: Revisiting Dimensional Confounder for Self-Supervised Learning,Deep Learning->Self-Supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fb575ab4d882a4c734641155a5f30911-Abstract-Conference.html
Finite-Time Regret of Thompson Sampling Algorithms for Exponential Family Multi-Armed Bandits,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fb23cf87a9e04d7677b73c47acd060ef-Abstract-Conference.html
Descent Steps of a Relation-Aware Energy Produce Heterogeneous Graph Neural Networks,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/facaa170287a034cf99cf0489a7f8430-Abstract-Conference.html
Graph Reordering for Cache-Efficient Near Neighbor Search,"Optimization->Large Scale, Parallel and Distributed",https://proceedings.neurips.cc/paper_files/paper/2022/hash/fb44a668c2d4bc984e9d6ca261262cbb-Abstract-Conference.html
Multi-agent Performative Prediction with Greedy Deployment and Consensus Seeking Agents,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fad7c708dda11f3e72cc1629bb130379-Abstract-Conference.html
Preservation of the Global Knowledge by Not-True Distillation in Federated Learning,Online Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fadec8f2e65f181d777507d1df69b92f-Abstract-Conference.html
Active Learning for Multiple Target Models,Theory->Active Learning and Interactive Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/faacb7a4827b4d51e201666b93ab5fa7-Abstract-Conference.html
Communication Efficient Federated Learning for Generalized Linear Bandits,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2022/hash/faa8be9311811ba7c36fa1ceec13b862-Abstract-Conference.html
DABS 2.0: Improved Datasets and Algorithms for Universal Self-Supervision,Deep Learning->Self-Supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fa73aca7b2af724fafbd4852957cd3e0-Abstract-Datasets_and_Benchmarks.html
Enhanced Latent Space Blind Model for Real Image Denoising via Alternative Optimization,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fa93d7bfb48450e1af63c8fa647d317f-Abstract-Conference.html
Self-Explaining Deviations for Coordination,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2022/hash/faa6276ea12d7afeb3e42b210c86f688-Abstract-Conference.html
